elevation_m,slope_deg,ndvi,rainfall_mm,soil_stability,distance_to_water_m,flood_probability
14.75,5.54,-0.0166,2105.6,0.7,1345.3,0.6492
174.28,22.06,0.1943,2261.1,0.8,2185.9,0.3224
473.17,36.89,0.1501,673.8,0.45,4809.7,0.2361
293.79,6.63,0.1058,2194.0,0.6,4415.5,0.4215
211.87,29.88,0.7159,1906.4,0.6,2152.3,0.1241
316.35,2.57,0.0672,197.9,0.45,2938.5,0.3062
146.74,33.07,0.5451,2898.9,0.2,1997.6,0.2389
214.69,7.44,0.1453,724.0,0.2,1866.1,0.318
389.76,4.89,0.2186,131.6,0.2,1076.7,0.2306
116.32,2.65,0.1836,715.3,0.5,523.6,0.3033
139.02,24.32,0.7834,2593.7,0.35,2874.0,0.1429
217.6,32.54,0.0982,244.0,0.8,2498.3,0.1671
495.13,16.85,0.0241,596.3,0.2,2959.9,0.2367
8.92,31.33,0.4758,113.5,0.8,1429.0,0.5312
420.82,16.11,0.7958,2762.3,0.55,1693.6,0.2904
414.93,16.6,0.201,1019.9,0.2,2007.7,0.2322
278.23,12.53,0.5123,1240.6,0.8,2471.7,0.2146
421.54,37.51,0.0027,749.6,0.55,702.3,0.1465
496.77,34.46,0.6243,756.4,0.35,963.9,0.133
451.44,39.58,0.8341,2617.2,0.45,4417.8,0.1325
21.54,1.92,0.2043,864.8,0.6,1356.9,0.6586
230.35,5.05,0.7619,2283.8,0.6,3188.1,0.3109
334.12,20.87,0.1405,1486.0,0.8,4882.0,0.2657
112.92,10.55,0.1962,340.1,0.5,3300.8,0.3261
367.63,8.24,-0.022,2918.1,0.55,1070.3,0.389
192.53,19.51,0.2405,2460.6,0.2,3804.8,0.2254
155.91,18.16,0.054,1563.1,0.7,1101.7,0.2424
433.93,20.54,0.68,645.1,0.45,2121.2,0.2282
343.13,38.06,0.4772,396.0,0.8,4382.2,0.1575
447.05,7.48,-0.0714,2019.5,0.8,1766.3,0.3737
59.16,22.01,0.2544,715.0,0.6,2515.9,0.3705
136.29,3.91,0.5486,2222.8,0.6,977.7,0.3264
94.72,7.07,0.1759,1861.6,0.6,554.8,0.4026
55.54,4.61,0.7951,1768.2,0.5,338.6,0.4779
50.52,9.06,0.5202,2175.9,0.6,1970.5,0.5157
345.84,19.81,0.071,690.4,0.45,3532.2,0.3162
143.99,0.12,0.0851,2732.6,0.8,3698.1,0.4926
85.12,27.26,0.0666,1063.3,0.8,717.7,0.267
6.37,18.98,0.2341,614.8,0.45,4407.5,0.6264
4.87,14.09,0.3738,102.9,0.5,2368.1,0.6634
22.59,0.7,0.58,942.9,0.5,2631.1,0.5981
46.96,12.18,0.6362,1412.6,0.2,4949.1,0.4319
128.67,19.46,0.2643,139.3,0.2,1512.7,0.1588
331.97,34.61,0.7437,1504.6,0.45,3432.1,0.1654
364.11,0.83,0.8786,2583.2,0.7,1792.4,0.3689
347.9,17.23,0.1063,358.9,0.6,3197.3,0.268
482.73,35.09,0.5788,2707.7,0.8,4936.8,0.2492
455.16,13.95,0.2312,1808.5,0.45,1553.5,0.2755
20.55,20.8,0.2433,1875.9,0.6,3978.7,0.5275
173.5,4.41,-0.0917,2789.0,0.7,2336.9,0.4107
75.11,38.67,0.5238,2026.5,0.45,2439.3,0.3077
226.93,8.69,0.7255,458.0,0.8,1536.0,0.2409
215.16,26.41,-0.0994,829.2,0.2,4394.8,0.2115
479.26,22.43,0.8537,2168.3,0.7,4979.6,0.1505
98.36,23.41,-0.0193,734.7,0.8,4665.3,0.2794
193.12,15.96,0.8042,2689.8,0.45,2989.2,0.2924
86.65,17.43,0.7759,2432.7,0.7,3419.8,0.3039
277.14,12.04,-0.0144,1743.3,0.8,2733.7,0.39
187.98,35.04,0.3369,502.0,0.8,3473.7,0.1187
178.78,14.17,0.3666,2888.2,0.8,148.1,0.4186
279.45,38.3,0.3209,2292.0,0.45,3935.3,0.1847
310.44,36.0,0.7778,255.3,0.6,638.4,0.0746
335.04,18.51,0.663,1602.2,0.55,432.4,0.2058
53.52,23.77,0.7219,1739.8,0.2,4322.9,0.4444
60.72,23.38,0.4108,2179.2,0.5,2586.2,0.299
68.2,35.8,0.5397,548.8,0.45,3598.5,0.2034
468.27,32.22,0.5237,682.0,0.35,10.2,0.1955
48.43,8.17,0.3737,2514.9,0.8,1959.7,0.5576
463.02,12.0,0.3837,633.7,0.5,4210.2,0.1667
340.66,34.37,0.5172,1353.8,0.55,932.2,0.1401
409.28,26.3,0.0708,2250.8,0.5,2386.0,0.2631
479.55,19.72,0.5677,1234.4,0.35,2325.2,0.2381
406.75,5.93,0.1834,448.4,0.6,65.0,0.3711
446.61,24.8,-0.0574,2730.5,0.7,2344.9,0.3897
361.53,11.08,0.8818,1137.5,0.5,1750.7,0.177
31.38,26.24,0.2519,2185.7,0.2,2302.8,0.4546
429.33,5.6,0.685,2009.5,0.6,350.4,0.344
481.28,24.23,0.0804,2154.7,0.45,655.8,0.239
162.04,38.21,0.2481,1890.7,0.6,347.2,0.3229
115.85,26.61,0.3994,2070.0,0.2,3801.9,0.2018
490.66,32.34,0.6326,786.2,0.7,3643.5,0.0562
461.19,2.48,0.1505,208.5,0.35,2213.2,0.3717
187.16,25.25,-0.0705,604.8,0.35,3496.6,0.1267
286.89,7.99,0.1525,1368.8,0.45,1135.2,0.4004
371.08,17.36,0.4285,2391.0,0.35,2914.7,0.2186
101.77,32.4,0.7933,1142.7,0.6,2845.8,0.0736
432.25,13.63,0.5824,2877.5,0.8,958.8,0.3394
250.43,14.26,0.7998,2574.9,0.35,2200.0,0.2991
312.74,34.96,0.4692,468.9,0.45,513.6,0.1116
270.27,0.9,0.7213,940.7,0.45,1958.2,0.25
178.95,34.9,0.0579,935.4,0.5,4267.4,0.2516
199.61,2.27,0.5975,421.5,0.8,4685.3,0.2595
492.47,26.13,-0.0677,1322.1,0.5,1679.4,0.2543
273.54,29.35,0.8242,2023.7,0.55,1185.7,0.1237
36.46,37.92,0.8043,2139.0,0.55,1735.8,0.4416
369.64,37.17,0.7875,1488.4,0.7,1359.8,0.1593
20.87,1.42,0.4076,1986.0,0.6,2393.2,0.6838
113.88,37.25,-0.0736,2367.3,0.5,2675.6,0.1945
430.15,27.28,0.6379,1702.2,0.55,1941.8,0.1562
350.67,21.98,0.0156,442.2,0.2,1765.4,0.2222
171.56,36.72,0.1382,366.8,0.55,1143.4,0.1829
396.59,22.72,0.8909,143.2,0.5,4065.0,0.019
38.31,5.07,0.0806,226.8,0.2,3016.1,0.6386
64.86,15.91,0.5576,2004.1,0.35,1258.5,0.2826
271.82,19.8,0.6352,1135.2,0.5,2223.3,0.1687
275.7,34.76,0.1442,2689.6,0.2,3491.9,0.2721
251.72,2.16,0.8004,2146.0,0.8,1406.1,0.3212
487.97,9.22,0.6419,711.2,0.2,3627.3,0.2069
393.97,1.43,0.1351,1376.8,0.8,4765.7,0.4631
135.15,23.53,0.2004,2898.8,0.55,1402.7,0.3134
304.87,19.81,0.7628,1215.5,0.55,1130.0,0.1275
266.25,26.42,-0.0687,2312.7,0.55,4551.2,0.3358
377.24,13.45,0.7282,861.3,0.5,3788.7,0.1473
217.04,17.1,0.6292,2232.7,0.55,4038.9,0.3077
276.65,38.1,0.8325,933.5,0.8,2124.9,0.1093
130.05,38.41,0.3673,2978.6,0.5,668.0,0.1768
7.59,31.98,0.851,348.1,0.5,3859.0,0.4272
19.3,10.97,0.1687,826.5,0.55,630.3,0.6606
284.22,12.84,0.1645,618.5,0.8,96.2,0.3876
179.36,25.51,0.4566,1285.0,0.35,1389.5,0.171
305.16,12.56,-0.036,621.4,0.45,1305.1,0.2583
87.25,34.85,0.556,774.8,0.55,929.4,0.1845
253.36,17.61,0.2173,1704.9,0.5,313.5,0.308
128.72,27.14,0.7575,1124.7,0.55,3006.9,0.1005
174.86,3.1,0.3438,1582.0,0.5,1028.2,0.2582
340.51,2.86,0.3265,920.9,0.55,1639.4,0.2764
394.08,13.4,0.3081,1990.7,0.8,4713.0,0.3237
184.15,11.63,0.0501,1814.6,0.35,3049.1,0.3316
404.02,20.43,0.6809,1573.7,0.2,4700.3,0.1204
328.53,6.0,0.6626,1982.7,0.35,4793.5,0.3014
496.16,22.62,0.8978,1927.9,0.6,2699.4,0.2288
399.1,24.28,0.5592,1609.0,0.2,1353.2,0.2157
418.0,11.72,0.144,804.9,0.2,1162.1,0.2095
346.54,17.8,0.8576,1288.8,0.35,1766.4,0.2473
252.82,36.59,0.5533,1855.1,0.8,3933.7,0.2107
493.37,37.03,0.1449,2736.9,0.7,3031.7,0.3622
397.93,13.66,0.018,1284.7,0.7,2884.3,0.2841
449.94,35.06,-0.0845,450.3,0.45,3829.9,0.144
355.69,18.79,0.001,2621.4,0.6,129.4,0.4326
257.45,21.17,0.2881,1324.8,0.7,2017.6,0.2674
278.47,28.48,0.019,2702.5,0.2,2961.5,0.1675
22.62,29.55,0.255,1401.8,0.6,3157.9,0.4338
370.35,17.43,0.6577,2130.3,0.7,3621.3,0.1868
254.69,6.09,-0.0922,1819.8,0.8,1903.1,0.3628
219.29,20.35,0.4881,2839.8,0.35,1169.0,0.2411
258.84,21.01,0.4082,2791.3,0.45,1620.8,0.2709
159.29,7.14,0.0432,2460.6,0.5,2158.4,0.3717
157.18,13.89,0.0656,934.7,0.8,2200.2,0.3991
442.67,11.54,0.8177,2967.5,0.35,4623.3,0.2423
103.42,33.55,0.6549,179.3,0.55,4799.7,0.0877
269.91,31.96,-0.0933,2514.3,0.55,1854.0,0.2663
213.25,17.79,0.0262,1416.2,0.35,3584.1,0.374
459.59,4.8,0.7889,1530.4,0.35,4323.9,0.2987
58.23,14.15,-0.0209,2400.6,0.35,1642.3,0.5045
253.53,11.04,0.5306,1587.2,0.35,3537.0,0.2076
216.69,37.29,0.6942,1020.8,0.55,4746.4,0.2052
313.64,9.84,0.4863,2629.1,0.5,3370.0,0.3108
406.93,29.34,0.1826,675.9,0.35,4754.7,0.1907
428.58,29.98,-0.0968,295.1,0.5,3552.9,0.2594
306.69,25.24,0.1347,1111.2,0.7,4390.7,0.2628
420.35,35.0,0.568,1521.6,0.6,2993.2,0.1334
109.47,38.52,0.7968,2315.4,0.6,4847.1,0.1541
162.7,26.5,0.0158,1447.7,0.2,3306.5,0.1999
64.03,35.29,0.7401,2605.6,0.6,3439.2,0.3601
14.48,10.72,0.1151,2567.9,0.6,313.4,0.7555
158.81,15.66,0.342,1256.2,0.55,1348.9,0.2248
364.09,13.59,0.7185,994.7,0.6,1114.3,0.2392
389.78,4.41,0.8683,1871.2,0.7,3028.8,0.2376
9.96,28.89,0.7024,361.7,0.2,4562.0,0.4357
327.47,20.75,0.2621,675.5,0.7,4192.4,0.1835
197.76,28.71,0.1902,568.1,0.2,1664.2,0.1646
470.01,1.44,-0.08,2827.0,0.35,2512.5,0.4844
395.67,1.69,0.1831,170.3,0.5,178.6,0.3783
188.93,16.03,0.7183,2642.2,0.35,391.9,0.1812
252.25,28.14,0.6326,158.4,0.7,486.8,0.1032
415.74,34.37,0.6848,1332.9,0.55,1517.7,0.1146
229.45,3.99,0.8693,1771.0,0.6,1463.3,0.3476
280.5,19.33,0.8077,1646.3,0.5,1918.2,0.2357
496.58,29.1,0.8515,2311.8,0.35,2266.8,0.1263
385.6,17.88,0.3768,416.0,0.45,1668.9,0.1948
404.84,39.03,-0.0046,590.8,0.8,2971.1,0.2688
419.04,20.94,0.7397,2305.7,0.55,3839.4,0.232
126.01,12.46,0.2379,536.8,0.2,3448.1,0.1576
134.07,8.37,0.4624,1517.3,0.8,1572.0,0.2624
326.0,12.87,0.6089,1591.9,0.35,4606.9,0.2086
63.64,0.54,0.4199,452.3,0.5,2193.6,0.437
485.96,1.56,0.3242,595.1,0.8,707.9,0.3567
4.63,4.7,0.8957,2187.8,0.45,2617.2,0.6065
307.55,14.87,0.5502,510.4,0.5,4016.0,0.2304
302.26,18.88,0.1106,1057.5,0.7,829.5,0.2698
357.54,18.95,0.2177,619.8,0.8,344.6,0.3227
93.84,27.76,0.4377,1060.0,0.55,3128.6,0.1926
297.23,2.67,0.5363,2661.7,0.2,3147.8,0.3415
410.38,34.72,0.4845,986.7,0.6,4672.2,0.1428
280.56,25.66,0.1026,1818.7,0.35,3656.0,0.2382
51.16,31.88,0.4873,2321.6,0.2,2882.5,0.3958
426.7,24.19,0.8667,2238.1,0.8,1054.4,0.2276
108.22,37.18,0.5149,515.7,0.8,4374.3,0.1539
161.67,35.84,-0.0478,1583.9,0.8,2132.8,0.2399
380.0,9.63,0.2932,2344.4,0.8,1781.4,0.3676
419.32,12.68,-0.0218,1855.6,0.5,4777.2,0.4122
355.67,33.6,0.4605,1521.3,0.45,3430.0,0.1413
278.95,17.42,0.2482,173.4,0.2,4278.3,0.2005
212.04,24.68,0.7763,2769.8,0.5,1918.5,0.1644
89.5,29.91,-0.0893,1382.0,0.5,38.0,0.3636
184.43,10.15,0.8216,1859.6,0.55,3239.6,0.2519
320.84,15.93,0.8957,2142.4,0.45,3130.1,0.2699
431.59,37.1,0.8972,1933.5,0.8,877.1,0.1393
374.97,25.9,0.4456,401.3,0.2,153.9,0.211
368.1,34.84,0.0316,1316.8,0.35,289.7,0.2408
318.74,2.49,-0.0025,1677.8,0.5,3279.0,0.3818
336.0,35.99,0.7977,590.7,0.2,2586.5,0.0181
470.27,16.13,0.7377,2042.0,0.35,972.8,0.207
133.32,6.9,-0.0555,1864.7,0.6,873.1,0.3575
373.41,33.51,-0.0968,893.9,0.2,597.4,0.1114
43.05,37.21,-0.0118,2762.2,0.7,3650.5,0.5543
92.83,23.65,0.8658,2323.5,0.55,1095.5,0.1969
362.14,9.87,0.7373,1962.7,0.5,3739.6,0.2602
369.06,12.42,0.2793,932.5,0.45,710.7,0.2468
94.12,35.34,0.0771,955.3,0.8,1330.1,0.2864
244.94,23.15,0.2489,1961.3,0.8,4149.2,0.276
474.83,23.41,0.0557,1749.3,0.6,1741.1,0.262
405.45,31.85,0.1074,2129.0,0.45,462.9,0.256
233.84,1.26,0.0153,2009.2,0.7,2381.3,0.3912
233.62,12.92,0.4638,2009.1,0.55,1618.6,0.3111
450.51,6.35,0.3755,1076.3,0.35,943.7,0.293
179.0,6.51,0.4468,2280.9,0.8,4048.0,0.3012
217.48,15.97,0.7341,832.5,0.2,3008.7,0.1575
241.28,16.05,-0.0599,2794.1,0.5,3818.2,0.4002
210.49,30.96,0.854,1262.2,0.55,828.5,0.0796
83.19,12.02,0.4969,2123.1,0.5,4758.0,0.3276
331.7,31.54,-0.0462,362.2,0.7,4009.4,0.2109
229.36,6.61,-0.0992,527.7,0.7,1513.4,0.3637
101.66,3.61,0.1447,2085.7,0.2,34.7,0.451
79.66,4.0,0.4498,1242.7,0.5,4565.0,0.3366
353.11,30.52,-0.0042,472.7,0.7,2005.4,0.1542
163.56,11.33,0.5747,2630.8,0.6,2675.2,0.2683
485.11,1.08,0.7856,616.7,0.5,1852.0,0.2803
169.93,32.93,0.5106,2279.9,0.35,3231.4,0.1963
105.62,17.42,0.2396,1996.7,0.6,762.2,0.3165
155.55,27.01,0.3807,857.0,0.6,905.8,0.1434
53.22,32.25,0.2463,2224.7,0.6,4019.7,0.458
6.11,12.76,0.4747,1213.6,0.8,67.8,0.7017
211.23,2.18,0.325,2252.0,0.35,3022.1,0.2964
401.21,18.01,0.2728,1473.3,0.2,4222.4,0.2471
89.42,16.96,0.6596,2623.9,0.35,760.4,0.2751
168.56,37.37,0.4902,673.1,0.8,2180.1,0.1523
433.95,18.41,-0.0499,1838.1,0.2,1269.1,0.284
168.73,11.85,0.7192,1674.0,0.7,1473.3,0.2121
148.84,1.42,0.0117,2222.5,0.6,1250.6,0.4417
42.02,3.78,0.6268,1935.5,0.6,4464.7,0.5114
308.62,36.75,0.8036,2803.6,0.8,212.8,0.2956
163.29,1.53,0.5094,2199.0,0.35,1915.7,0.335
463.72,29.97,0.3225,164.9,0.45,3610.8,0.1448
371.34,3.17,0.8123,2899.0,0.5,2858.8,0.3635
269.58,31.75,0.5943,241.6,0.8,1083.9,0.1391
467.74,10.99,0.5889,638.6,0.55,3027.1,0.2681
136.34,16.29,-0.0813,1301.5,0.7,1381.1,0.2883
231.22,31.61,0.5349,381.7,0.5,100.2,0.1932
143.92,28.48,0.727,1805.0,0.2,2711.9,0.1337
237.8,22.31,0.243,1027.0,0.8,767.4,0.2818
266.12,6.8,0.2901,1268.5,0.35,3160.6,0.251
280.66,13.81,0.1076,2956.1,0.2,1527.1,0.3333
233.69,6.24,0.4849,1910.4,0.6,2082.8,0.2687
382.47,30.06,0.1839,2257.8,0.5,1882.7,0.2048
474.41,4.94,0.2957,712.8,0.35,2858.0,0.2653
89.31,6.36,0.6775,2229.9,0.6,2754.9,0.3217
450.23,11.16,0.6705,1927.8,0.2,2516.5,0.2432
266.25,9.0,0.304,2294.8,0.45,4132.4,0.2399
88.81,11.54,0.4327,1068.8,0.8,3284.4,0.3533
341.68,3.93,0.4802,1312.5,0.6,2057.4,0.2644
69.29,24.8,0.8989,1838.7,0.6,4728.0,0.2356
162.51,10.0,0.4693,1468.5,0.35,4759.7,0.3071
394.94,15.57,0.4113,659.8,0.7,2294.3,0.2445
361.53,9.57,0.3722,2167.1,0.5,1620.4,0.2904
103.5,18.45,0.145,1849.4,0.5,3985.8,0.3717
486.4,20.01,0.0112,1851.6,0.2,4361.7,0.2975
361.02,2.79,0.6486,2077.9,0.6,4336.6,0.2956
497.77,34.49,-0.0296,1309.6,0.45,4418.0,0.1657
303.49,39.57,0.6148,1371.7,0.55,1471.9,0.1329
199.2,32.89,0.6688,1153.8,0.8,2148.7,0.1718
131.25,33.01,0.6536,424.2,0.7,1838.7,0.1378
328.27,5.68,0.1431,1499.5,0.45,494.7,0.3264
449.6,19.66,0.1447,854.0,0.45,3449.1,0.2269
165.33,18.02,0.1579,898.4,0.55,3809.0,0.2769
110.51,14.83,0.2627,944.5,0.7,2842.5,0.3007
152.37,28.52,0.5733,547.9,0.7,741.2,0.133
318.38,1.12,0.1117,978.6,0.55,1304.5,0.3898
360.57,29.82,0.8961,1276.9,0.7,4862.3,0.0847
250.55,20.93,0.278,2785.6,0.7,4355.2,0.2733
241.03,19.36,0.2799,2039.4,0.35,1718.4,0.2474
139.16,31.12,0.6893,1985.0,0.2,2499.0,0.1526
284.7,25.55,-0.0878,2264.1,0.5,3709.5,0.2861
313.2,38.08,0.4074,887.3,0.35,4852.5,0.1472
27.99,22.67,0.148,842.6,0.7,3451.6,0.5187
344.82,18.24,-0.0598,1866.5,0.45,465.9,0.2909
95.01,33.23,-0.0363,2719.1,0.45,313.7,0.3484
290.64,18.57,0.4369,2366.1,0.2,3952.2,0.2888
36.53,19.13,0.3419,1480.5,0.35,2716.4,0.4913
284.66,23.27,0.7611,423.4,0.8,3889.2,0.1946
97.4,32.23,0.5144,1423.1,0.55,1266.2,0.1486
315.56,13.15,0.3833,922.9,0.45,1328.4,0.2562
266.1,13.65,0.5778,1558.9,0.8,566.2,0.2685
3.26,35.73,0.4095,1537.8,0.7,337.1,0.5943
216.01,12.19,0.8253,1385.3,0.7,976.0,0.2432
153.6,12.22,0.6664,1468.4,0.45,4638.5,0.241
105.15,26.88,0.2238,656.5,0.6,3931.2,0.2312
78.57,38.27,0.8812,1995.1,0.6,3901.0,0.1794
134.69,37.31,0.372,2583.1,0.45,1860.2,0.2002
414.62,12.61,0.208,1733.5,0.6,38.3,0.4679
469.99,2.21,0.3088,1972.8,0.7,4875.2,0.3724
352.17,8.34,0.6167,954.9,0.2,128.2,0.2705
213.75,15.3,0.4581,2243.1,0.5,3091.6,0.2448
37.21,6.42,0.6228,2830.3,0.8,4760.7,0.6106
473.35,31.25,0.2901,2883.2,0.8,1256.7,0.3348
29.66,2.24,0.2427,1659.9,0.8,4618.8,0.6558
55.52,5.37,0.6498,1041.2,0.6,4123.3,0.4728
287.04,22.47,0.3383,1050.7,0.45,2787.8,0.1659
408.65,27.58,0.0405,2332.7,0.2,4786.4,0.205
373.64,8.59,0.2213,760.3,0.2,1671.7,0.307
338.83,28.16,0.1554,2268.2,0.55,709.9,0.2352
403.03,31.92,0.7317,274.8,0.2,90.8,0.1092
218.6,1.28,0.4042,2415.0,0.8,1420.4,0.3821
37.78,3.69,0.4583,425.8,0.7,3995.0,0.5446
423.15,3.51,0.8225,1869.1,0.5,3762.0,0.2684
138.43,18.05,0.7805,2242.9,0.2,374.4,0.1653
323.92,13.59,0.4277,2108.5,0.6,4448.1,0.265
311.84,15.6,-0.0915,1034.9,0.7,1301.7,0.3328
111.44,26.98,0.2266,1427.5,0.5,3851.9,0.1848
440.16,34.69,0.0526,2341.7,0.5,1549.3,0.2489
50.45,21.34,0.8445,214.4,0.7,2705.0,0.369
157.67,9.2,0.1088,978.5,0.6,4955.1,0.3068
116.49,36.8,0.6723,179.2,0.8,624.3,0.1377
433.77,34.17,0.1086,242.7,0.8,2001.9,0.2108
102.82,15.22,0.7145,369.3,0.7,2538.4,0.1442
81.44,8.39,0.8407,2247.9,0.2,3750.9,0.2733
158.44,7.64,0.8852,2419.4,0.2,2395.1,0.1296
8.07,15.2,0.32,2888.5,0.35,1779.9,0.669
472.87,33.46,0.3341,2558.6,0.45,1154.5,0.2097
405.08,35.04,-0.0841,2896.3,0.2,236.4,0.2633
423.71,7.09,-0.0907,1604.0,0.7,3478.4,0.3798
401.19,34.65,0.561,1177.9,0.6,4118.0,0.1388
209.62,6.99,0.4186,539.0,0.7,1831.7,0.3365
14.99,8.16,0.3037,1182.2,0.45,3113.3,0.594
14.24,1.03,-0.0715,1464.5,0.7,4568.7,0.7837
299.25,21.01,0.0582,143.3,0.5,469.7,0.2535
494.1,4.5,0.3757,2951.8,0.8,680.7,0.3539
155.72,18.78,0.8029,471.8,0.2,4785.0,0.0713
334.22,3.86,0.3928,2510.2,0.5,637.9,0.2801
71.3,26.37,0.6432,2180.1,0.45,4435.7,0.292
52.61,9.05,0.0846,2012.2,0.2,3555.2,0.4601
258.45,39.51,0.1667,2708.6,0.2,2115.9,0.2459
330.6,23.17,0.8346,199.3,0.6,3163.1,0.1495
7.16,25.39,0.7354,789.7,0.6,1619.4,0.3984
286.04,19.35,0.2439,1923.3,0.6,2266.0,0.2958
272.94,4.71,0.1793,2328.7,0.2,1692.9,0.3971
446.26,10.21,0.707,1513.3,0.8,3319.6,0.2454
259.54,2.52,0.2654,1962.6,0.7,482.0,0.3478
487.54,33.2,0.0203,2166.8,0.7,4367.8,0.2686
492.16,3.32,0.767,1563.7,0.6,4101.9,0.311
442.81,20.44,0.0417,2073.7,0.55,1001.4,0.3079
389.97,22.52,0.4306,236.3,0.2,2701.9,0.094
346.85,39.89,0.0668,560.4,0.7,3178.2,0.2305
465.32,28.64,0.4408,2869.9,0.6,4292.9,0.2233
139.21,38.36,0.8489,959.8,0.6,4469.8,0.0799
469.07,0.01,0.1513,1711.7,0.45,1051.7,0.375
366.73,23.76,-0.0332,2290.0,0.7,727.5,0.3527
403.49,38.04,0.1425,2380.3,0.6,1961.1,0.2027
96.69,33.37,-0.0295,2893.7,0.45,710.8,0.2516
292.96,26.89,0.1058,513.0,0.45,3805.3,0.2325
5.38,4.69,0.2112,397.6,0.8,1168.6,0.6345
270.63,24.4,0.0537,2652.7,0.2,4377.4,0.3042
474.74,1.64,0.738,840.8,0.8,2135.3,0.3056
432.75,19.49,0.1911,1616.2,0.35,4988.1,0.3084
301.66,23.96,0.2625,2621.1,0.8,4185.2,0.3464
319.03,34.61,0.1802,2199.8,0.45,4524.6,0.2264
320.13,13.15,0.567,828.6,0.2,424.6,0.2557
121.37,19.8,0.4911,2030.3,0.35,4986.5,0.2665
413.13,19.51,0.5066,1740.3,0.6,220.1,0.3515
321.34,3.94,-0.0051,2903.5,0.5,1809.9,0.4743
336.3,36.15,0.3218,1241.9,0.55,1743.0,0.205
286.67,20.91,0.8402,2458.2,0.6,3348.7,0.1318
12.82,22.68,-0.0759,2843.3,0.35,1468.5,0.6559
228.31,35.64,0.2586,2080.7,0.2,4868.2,0.1995
124.35,17.84,-0.0522,1428.8,0.45,3845.4,0.3202
431.74,25.93,0.6407,2284.6,0.7,4225.2,0.2589
428.32,13.35,0.5164,2245.6,0.5,1589.5,0.2451
45.22,16.24,0.5218,1954.5,0.6,1018.7,0.5611
427.99,19.42,0.237,1369.5,0.2,3776.3,0.2563
55.74,23.27,0.8088,2130.7,0.45,3786.3,0.3406
269.13,15.92,0.5956,676.0,0.35,3561.2,0.2238
426.1,5.83,0.2402,1126.0,0.7,4607.1,0.2997
51.81,38.24,0.7146,2673.6,0.45,3071.0,0.4023
112.41,33.05,0.1459,549.5,0.45,141.5,0.2403
112.23,27.8,0.119,2637.9,0.8,3243.0,0.31
121.84,0.83,0.5122,2530.0,0.6,2786.0,0.3664
499.19,7.69,0.0861,1603.9,0.6,3140.0,0.4379
373.4,28.27,0.8819,2429.9,0.45,2162.3,0.0769
182.26,37.02,0.1347,1667.1,0.35,4790.9,0.2641
493.13,9.88,0.4383,473.4,0.8,2681.4,0.3242
52.4,33.05,0.1278,1110.2,0.5,2331.8,0.3838
309.4,19.89,0.3362,2864.2,0.7,120.4,0.3847
224.23,26.01,0.7958,1482.2,0.7,328.2,0.1335
138.05,10.08,0.7965,180.0,0.8,2159.8,0.289
382.18,5.33,0.2962,2019.2,0.45,2696.6,0.3183
284.93,35.04,0.8463,518.3,0.2,4315.0,0.0119
485.44,2.12,0.6545,1803.6,0.35,3073.1,0.2147
366.28,9.95,0.5015,2300.6,0.7,4180.3,0.305
14.74,37.15,0.6287,1062.2,0.35,4731.3,0.367
193.73,16.3,0.5964,501.7,0.2,923.1,0.1053
155.6,7.1,0.3304,830.8,0.35,931.0,0.2398
492.82,25.32,0.2397,2280.3,0.45,111.8,0.3479
303.08,39.28,-0.0409,1182.1,0.7,18.6,0.3499
163.43,12.25,0.7,1747.4,0.2,4298.2,0.203
477.86,7.54,0.5209,627.2,0.5,4879.1,0.289
77.34,14.97,0.0769,1378.0,0.7,2541.6,0.4441
407.18,17.8,0.5221,2812.3,0.35,4038.0,0.2476
174.53,7.22,0.4185,2710.7,0.8,973.9,0.4003
77.63,24.53,0.2374,1418.5,0.6,3922.5,0.3838
32.73,9.85,0.0414,2885.1,0.8,949.8,0.6685
202.14,14.33,0.8166,2771.3,0.35,4240.4,0.2808
455.93,22.52,0.6022,1612.9,0.5,1420.0,0.2231
67.74,30.54,0.193,1916.4,0.6,2181.3,0.3744
52.16,22.45,0.5097,987.1,0.45,3856.5,0.3715
349.45,21.1,-0.0584,2845.7,0.45,4461.5,0.3326
86.68,12.55,-0.052,181.1,0.45,1930.7,0.2835
175.88,21.51,0.7237,2084.1,0.6,3695.3,0.1825
185.41,27.97,0.8107,386.1,0.7,4462.9,0.1048
356.21,2.92,0.1036,699.5,0.55,235.7,0.3225
58.17,11.62,0.8044,2012.8,0.2,4922.2,0.4273
493.54,33.06,0.2718,2529.6,0.55,788.1,0.2
129.09,36.89,0.5804,2159.5,0.45,1032.3,0.1419
439.34,29.47,0.1726,2101.8,0.6,4119.5,0.1957
94.75,31.17,0.1534,130.2,0.6,218.6,0.3179
383.56,5.16,0.5895,304.5,0.35,585.2,0.2586
91.68,13.1,0.8435,843.8,0.6,1431.2,0.1883
143.22,34.22,0.1615,2306.9,0.6,4116.2,0.3311
277.37,19.92,0.0271,2987.1,0.8,2399.3,0.3106
55.7,1.52,0.2881,342.5,0.35,1216.3,0.4292
71.38,23.88,-0.0589,2807.5,0.5,3845.1,0.4089
362.46,1.75,-0.0858,542.9,0.45,4610.0,0.3222
322.07,15.65,0.0531,946.2,0.35,1133.9,0.2883
313.61,13.44,0.6212,173.4,0.8,356.2,0.2497
278.43,5.73,0.8642,264.5,0.35,2055.5,0.2257
