flood_probability,slope_norm,soil_stability,vegetation_density,wind_exposure,sun_score,buildability_score
0.9235,0.0077,0.8506,0.2893,0.6396,1.0,67.21
0.3594,0.4894,0.8864,0.5988,0.4644,0.4702,82.14
0.8515,0.0237,0.4101,0.6221,0.91,0.9029,69.57
0.3294,0.3013,0.6293,0.8716,0.1262,0.9486,89.77
0.6558,0.2879,0.589,0.7999,0.2878,1.0,75.53
0.1289,0.0364,0.2595,0.5099,0.5555,0.8094,94.04
0.3444,0.9813,0.5915,0.7104,0.0249,1.0,75.89
0.4647,0.5852,0.2808,0.1459,0.2219,0.8556,69.9
0.2506,0.9177,0.3677,0.7205,0.5963,0.2626,62.76
0.8143,0.5525,0.8705,0.915,0.7842,0.793,62.03
0.5447,0.2783,0.6031,0.7366,0.8341,0.8025,79.65
0.4299,0.6376,0.6826,0.3593,0.1532,0.8071,75.55
0.0667,0.0485,0.4321,0.4597,0.2335,0.9431,98.85
0.3713,0.8937,0.2581,0.3183,0.4442,0.3355,63.19
0.0691,0.5877,0.5863,0.14,0.22,0.2688,87.14
0.2804,0.4789,0.4789,0.6138,0.6401,1.0,80.63
0.7739,0.4989,0.8366,0.3231,0.8764,0.2584,60.41
0.282,0.1842,0.7208,0.901,0.1741,0.5264,91.74
0.08,0.7094,0.4155,0.7201,0.342,1.0,86.05
0.3983,0.108,0.5742,0.3153,0.2818,1.0,89.62
0.8341,0.5631,0.4652,0.1622,0.1645,0.6645,57.72
0.2392,0.7629,0.3551,0.1444,0.7948,0.8694,70.76
0.2222,0.0826,0.648,0.9216,0.1393,0.6046,97.22
0.0461,0.0203,0.7797,0.6051,0.3923,1.0,100
0.4426,0.0992,0.4068,0.157,0.1388,0.3701,75.45
0.302,0.4073,0.5791,0.7691,0.9052,0.5793,78.42
0.4061,0.6041,0.5324,0.9905,0.005,0.4528,79.43
0.1262,0.355,0.2231,0.2154,0.839,0.7875,78.84
0.7802,0.8213,0.2053,0.1512,0.418,0.8655,52.65
0.0487,0.5765,0.6501,0.2116,0.619,0.6986,80.89
0.0021,0.6461,0.3287,0.5818,0.3416,0.3412,83.52
0.1462,0.8417,0.4636,0.7179,0.2808,0.7012,76.77
0.9698,0.3091,0.709,0.5794,0.6216,1.0,62.63
0.2269,0.2857,0.7457,0.727,0.9774,0.3753,83.38
0.6509,0.4687,0.8412,0.5345,0.0755,0.5539,80.4
0.2896,0.7339,0.7865,0.4439,0.7824,0.3584,70.45
0.1958,0.6143,0.8387,0.92,0.6701,1.0,91.33
0.4279,0.4207,0.4996,0.0584,0.1768,0.6817,78.42
0.125,0.7838,0.3121,0.0865,0.7003,0.5444,70.36
0.5474,0.4068,0.2519,0.7214,0.0599,0.371,72.66
0.4785,0.5471,0.8492,0.024,0.6292,0.688,72.02
0.4276,0.3353,0.2948,0.1984,0.4863,0.7442,73.34
0.1381,0.8187,0.5618,0.2845,0.5126,0.6296,76.18
0.9116,0.0838,0.4002,0.1522,0.3116,0.2698,65.74
0.4536,0.3367,0.8358,0.5698,0.5379,1.0,83.19
0.1485,0.2433,0.6881,0.2072,0.2597,0.5659,88.38
0.3801,0.6126,0.2888,0.4787,0.9644,0.9041,66.27
0.1033,0.6591,0.3412,0.683,0.4127,0.7726,84.93
0.2103,0.5238,0.2289,0.0984,0.2748,1.0,78.9
0.8145,0.8038,0.3146,0.428,0.2928,0.6452,57.6
0.8715,0.3688,0.7638,0.4879,0.9934,0.5396,53.98
0.3454,0.9622,0.8367,0.489,0.8344,0.8666,67.78
0.6136,0.9774,0.3821,0.4413,0.2935,0.6404,62.38
0.1647,0.8141,0.6044,0.7082,0.8305,0.2699,71.69
0.0058,0.4133,0.2907,0.5675,0.327,0.7393,91.48
0.3338,0.1099,0.7729,0.0542,0.4217,0.3658,80.72
0.4922,0.5973,0.362,0.3196,0.0218,0.6541,72.12
0.7776,0.2574,0.8141,0.8665,0.0729,0.7776,73.84
0.6567,0.901,0.3302,0.7874,0.2927,0.7023,65.24
0.5501,0.857,0.8544,0.6992,0.7299,0.2557,68.66
0.723,0.4636,0.8141,0.3736,0.864,0.517,58.37
0.6554,0.459,0.3425,0.6497,0.5297,0.3358,58.67
0.9468,0.985,0.3008,0.243,0.4447,0.9202,46.51
0.1561,0.0561,0.5972,0.7032,0.3167,0.908,95.24
0.7298,0.0118,0.338,0.6301,0.6709,1.0,75.25
0.7838,0.808,0.4984,0.0043,0.0674,0.3768,54.35
0.8217,0.841,0.8239,0.72,0.518,0.7114,56.15
0.2684,0.3877,0.3772,0.9647,0.5431,0.4375,80.66
0.4514,0.5763,0.2161,0.79,0.1664,1.0,72.31
0.5403,0.4055,0.7066,0.6381,0.6973,0.5994,75.02
0.2532,0.9174,0.8235,0.8767,0.5994,0.272,69.35
0.9854,0.9172,0.396,0.7152,0.052,1.0,54.84
0.7636,0.0936,0.5947,0.2151,0.0499,0.8487,78.13
0.89,0.0009,0.2758,0.3318,0.3915,0.6856,66.45
0.6909,0.7085,0.242,0.8778,0.2167,0.7303,58.98
0.5096,0.6389,0.7098,0.0357,0.2553,0.3125,66.65
0.0639,0.4057,0.8255,0.3399,0.6871,1.0,94.45
0.1909,0.6343,0.2721,0.5151,0.2172,0.5344,76.95
0.1971,0.6245,0.2084,0.9222,0.5163,0.5413,80.73
0.2818,0.11,0.7886,0.4508,0.2623,0.3336,89.39
0.8886,0.7903,0.6599,0.4048,0.6063,0.8861,53.59
0.6458,0.2042,0.6912,0.4359,0.1067,0.723,70.85
0.5174,0.4224,0.2596,0.5713,0.8266,0.6033,72.52
0.3562,0.7358,0.5649,0.664,0.1598,0.3102,76.26
0.8648,0.3328,0.8853,0.2074,0.1896,0.5768,62.57
0.5391,0.5881,0.4954,0.4397,0.15,0.5888,68.57
0.2475,0.6561,0.7393,0.5092,0.2823,0.6056,82.41
0.6595,0.0943,0.8338,0.7004,0.3352,0.2897,74.95
0.2677,0.4253,0.5836,0.6048,0.208,0.9969,83.9
0.7764,0.0065,0.7521,0.341,0.1576,1.0,80.84
0.43,0.5602,0.6531,0.255,0.0696,0.5901,80.25
0.7387,0.0612,0.424,0.8748,0.3706,0.5248,74.51
0.8038,0.4671,0.3333,0.9153,0.5352,0.7673,63.67
0.4719,0.886,0.7897,0.6389,0.7655,0.4551,68.2
0.9501,0.7934,0.5284,0.9199,0.9501,0.3563,41.67
0.8788,0.5013,0.2981,0.1283,0.7325,0.8481,55.52
0.7802,0.0615,0.5098,0.0829,0.0732,1.0,73.45
0.7163,0.2787,0.3354,0.6751,0.4889,1.0,72.88
0.6586,0.8488,0.6842,0.447,0.4697,0.9443,62.23
0.8342,0.7837,0.8323,0.9347,0.6779,0.784,56.1
0.7098,0.4345,0.7403,0.4026,0.4553,0.5213,66.87
0.6073,0.7234,0.4643,0.8547,0.1948,0.9641,73.47
0.3666,0.1615,0.7769,0.2815,0.1384,0.8683,89.37
0.6822,0.3645,0.7462,0.6241,0.9572,0.4171,67.17
0.7602,0.2439,0.6366,0.0133,0.0213,0.8855,68.5
0.4782,0.2432,0.235,0.114,0.4928,0.8372,79.01
0.3288,0.7452,0.2673,0.0692,0.7088,1.0,73.25
0.4191,0.0307,0.2229,0.4013,0.5605,0.908,78.93
0.9097,0.5979,0.8045,0.9185,0.2033,0.5421,56.49
0.5076,0.7137,0.4507,0.8944,0.6001,0.3488,61.86
0.0913,0.2521,0.3697,0.8962,0.5054,0.6287,89.48
0.6336,0.8531,0.6751,0.2401,0.1558,1.0,73.65
0.4949,0.1387,0.6602,0.4233,0.1463,0.7252,88.56
0.3104,0.5387,0.3847,0.889,0.9016,1.0,75.87
0.0026,0.8108,0.6824,0.7346,0.6578,0.2691,81.1
0.3911,0.0496,0.4129,0.7463,0.7899,0.543,77.95
0.3379,0.2085,0.3003,0.8774,0.4006,0.8474,82.92
0.7296,0.8791,0.6873,0.1981,0.2345,1.0,64.57
0.3814,0.7128,0.7828,0.2008,0.0129,1.0,73.69
0.0569,0.0377,0.2367,0.8208,0.5886,0.3105,90.12
0.0036,0.9405,0.7975,0.5317,0.0449,0.7328,87.72
0.9824,0.2306,0.6893,0.2787,0.3351,1.0,63.08
0.6829,0.6216,0.3611,0.9235,0.7063,0.8306,61.78
0.4172,0.0885,0.7392,0.3939,0.5338,0.8391,79.97
0.1403,0.1371,0.6446,0.5199,0.3488,1.0,96.19
0.761,0.3031,0.5212,0.6974,0.2564,0.6698,72.08
0.7178,0.0737,0.7797,0.9979,0.0363,0.5698,80.52
0.5485,0.2121,0.7458,0.2445,0.862,0.6466,77.22
0.6187,0.2902,0.2977,0.5577,0.9874,0.9347,66.14
0.1399,0.4222,0.3629,0.9987,0.7334,0.5763,88.79
0.4055,0.4858,0.5353,0.8668,0.5091,0.6888,78.09
0.8697,0.1253,0.5715,0.8105,0.2167,1.0,69.75
0.6648,0.3575,0.2614,0.6547,0.8791,0.9671,67.68
0.1615,0.9243,0.3203,0.1589,0.4251,0.6487,67.07
0.0112,0.6992,0.3363,0.6436,0.0856,0.6122,85.99
0.817,0.169,0.5852,0.6408,0.676,0.9046,69.02
0.2914,0.5837,0.7659,0.5656,0.1062,0.5465,82.11
0.6225,0.4803,0.3066,0.3227,0.6033,0.7047,63.01
0.188,0.557,0.8717,0.5322,0.3171,1.0,92.75
0.9185,0.9412,0.4036,0.7732,0.1094,1.0,51.44
0.5827,0.5717,0.8674,0.1391,0.9573,1.0,70.12
0.8674,0.3509,0.265,0.5329,0.0803,0.3546,63.76
0.0394,0.873,0.4527,0.0436,0.7184,0.4183,72.98
0.2698,0.704,0.3267,0.9479,0.5612,1.0,76.04
0.0498,0.2329,0.2117,0.1413,0.1962,0.3632,90.47
0.7311,0.1499,0.6435,0.0638,0.5072,1.0,74.46
0.5716,0.969,0.4811,0.6431,0.3446,1.0,64.42
0.1621,0.851,0.4857,0.2108,0.1191,0.7641,73.7
0.0136,0.9522,0.6473,0.0198,0.1361,0.4899,84.03
0.1728,0.3849,0.6974,0.1389,0.7017,0.7764,82.31
0.7926,0.6351,0.8959,0.6973,0.3266,1.0,69.95
0.6904,0.8068,0.7338,0.3051,0.946,1.0,56.93
0.777,0.496,0.2348,0.3804,0.9032,0.9732,59.97
0.3619,0.3039,0.8578,0.2189,0.3303,0.3101,78.44
0.549,0.5365,0.7759,0.3539,0.874,0.4321,68.21
0.7475,0.2677,0.3388,0.2967,0.7414,0.4596,63.7
0.547,0.429,0.312,0.4165,0.4945,0.648,67.67
0.3916,0.2997,0.4192,0.1543,0.8607,0.9938,72.72
0.0046,0.5079,0.6263,0.2437,0.7731,0.8462,88.37
0.7715,0.6101,0.3529,0.8291,0.2518,0.4735,63.39
0.5971,0.3372,0.5749,0.356,0.7632,0.9746,71.09
0.3191,0.0596,0.8962,0.0319,0.1749,0.4967,84.59
0.0082,0.4579,0.3963,0.9178,0.7582,0.9453,91.71
0.5671,0.6969,0.5128,0.9147,0.49,0.3801,67.6
0.6349,0.9221,0.6669,0.9695,0.0048,0.7654,66.48
0.0286,0.4217,0.4346,0.9928,0.1099,0.2852,94.4
0.0049,0.9925,0.2162,0.185,0.5623,0.5357,76.29
0.3434,0.8847,0.2975,0.464,0.2648,0.8768,69.45
0.2238,0.4915,0.8009,0.7584,0.1881,0.981,88.55
0.7249,0.1006,0.2996,0.6568,0.5761,0.5019,70.37
0.1847,0.4607,0.3849,0.5514,0.8405,0.5986,76.77
0.1832,0.6678,0.2777,0.0511,0.3635,0.4548,75.68
0.3501,0.2926,0.8682,0.2595,0.7566,1.0,88.27
0.7982,0.8238,0.6381,0.5846,0.3242,0.3219,51.43
0.344,0.3575,0.7291,0.2199,0.4538,0.2786,71.94
0.7649,0.1357,0.3305,0.8452,0.4157,0.4331,65.42
0.9977,0.1404,0.2608,0.3175,0.4756,1.0,61.71
0.7191,0.7625,0.723,0.7611,0.2573,0.343,61.32
0.2575,0.1185,0.883,0.655,0.3923,0.2629,88.96
0.6214,0.0592,0.5997,0.0838,0.8323,0.4705,71.13
0.6185,0.336,0.2516,0.7447,0.941,0.5349,62.5
0.0325,0.3299,0.6309,0.5902,0.1428,1.0,100
0.4188,0.2276,0.7627,0.9476,0.9523,0.4474,76.72
0.7816,0.8278,0.5717,0.5561,0.9573,0.5329,47.27
0.6576,0.6502,0.24,0.3693,0.8159,0.6173,62.47
0.3663,0.859,0.3013,0.1757,0.7224,0.3481,60.78
0.7671,0.4416,0.5266,0.6064,0.0639,0.9085,72.76
0.2928,0.0243,0.3997,0.2588,0.8953,0.7279,82.07
0.2487,0.8829,0.4608,0.9154,0.0846,0.285,70.25
0.6532,0.1568,0.8869,0.4838,0.1187,0.839,79.73
0.6833,0.1147,0.6712,0.4677,0.1265,1.0,82.6
0.9599,0.8089,0.8368,0.2136,0.1617,0.3522,47.09
0.0834,0.0536,0.5524,0.2286,0.6186,0.3937,92.89
0.5937,0.2462,0.597,0.0755,0.3223,0.4497,66.62
0.1139,0.0269,0.2958,0.5138,0.4512,0.2509,90.68
0.6435,0.3463,0.6164,0.6188,0.729,0.5921,69.47
0.3178,0.0104,0.8917,0.0059,0.7761,0.5958,88.34
0.8069,0.244,0.5461,0.6129,0.8871,0.9327,64.75
0.0553,0.5944,0.5521,0.4526,0.3966,0.4679,87.1
0.7791,0.2722,0.6232,0.7188,0.2057,0.6241,68.79
0.2976,0.0688,0.6977,0.1462,0.7888,0.7466,81.37
0.0963,0.0755,0.3705,0.5495,0.1322,0.4081,98.55
0.1001,0.2446,0.4627,0.1006,0.3105,0.3865,88.84
0.0985,0.5354,0.5828,0.3617,0.236,0.2789,81.93
0.7312,0.8815,0.6705,0.523,0.7237,0.8341,56.37
0.2223,0.8411,0.3663,0.5653,0.6676,0.3288,72.35
0.2455,0.3804,0.2088,0.7491,0.5925,0.5307,77.85
0.4861,0.4821,0.2323,0.0231,0.1294,0.4856,67.57
0.9665,0.9133,0.5197,0.4337,0.269,0.5848,42.68
0.7943,0.7945,0.6699,0.8379,0.3206,0.4153,54.4
0.0809,0.1101,0.7468,0.7535,0.6222,0.982,100
0.3039,0.2595,0.4544,0.6055,0.1418,0.6125,82.56
0.6,0.4535,0.549,0.2363,0.4461,0.8773,74.79
0.1163,0.7552,0.5507,0.4153,0.1414,0.6402,79.78
0.1345,0.4017,0.7804,0.9237,0.4406,0.4505,88.22
0.0253,0.3635,0.3452,0.0984,0.5445,1.0,86.99
0.9928,0.1659,0.2979,0.6874,0.9276,0.948,58.86
0.2887,0.3808,0.2482,0.2971,0.391,0.5995,75.89
0.2184,0.2969,0.676,0.0716,0.4571,0.9642,87.67
0.6842,0.1741,0.6697,0.3746,0.2955,0.4579,65.08
0.7371,0.2072,0.8462,0.2619,0.0272,0.4794,68.03
0.3132,0.5386,0.5958,0.5932,0.9024,1.0,78.76
0.7794,0.2313,0.2198,0.5413,0.4864,0.8031,69.25
0.6407,0.4016,0.3589,0.8429,0.7655,0.7786,70.55
0.7795,0.7069,0.8636,0.1136,0.6438,0.6923,64.89
0.0577,0.3298,0.3561,0.0644,0.9078,0.2957,80.17
0.579,0.082,0.5162,0.1283,0.1569,0.6898,73.6
0.5186,0.0204,0.5755,0.4464,0.5834,1.0,81.95
0.8274,0.3347,0.5137,0.6128,0.7901,0.9166,64.14
0.6562,0.8326,0.5339,0.2849,0.6143,0.8223,60.48
0.8682,0.1065,0.287,0.2792,0.8537,0.9747,63.34
0.9878,0.3559,0.7164,0.5529,0.5345,0.3435,64.03
0.4327,0.4925,0.6423,0.6847,0.9576,0.8977,71.5
0.4064,0.2433,0.8952,0.2001,0.0941,0.7967,89.33
0.3524,0.818,0.7214,0.7533,0.1034,0.797,77.5
0.6088,0.2179,0.8397,0.5071,0.0887,1.0,83.97
0.7105,0.6483,0.8209,0.0536,0.5304,1.0,70.1
0.6977,0.1138,0.345,0.8233,0.4996,0.6405,70.06
0.6833,0.1717,0.4723,0.8025,0.6911,0.6365,71.03
0.1205,0.8376,0.2538,0.6139,0.5269,0.4954,80.05
0.3105,0.6021,0.2394,0.4762,0.1633,0.5775,76.51
0.2959,0.5159,0.433,0.2249,0.6948,1.0,78.16
0.5977,0.586,0.731,0.1237,0.4818,0.5052,63.49
0.7325,0.6038,0.3079,0.9108,0.7772,1.0,66.0
0.0697,0.6002,0.7178,0.3227,0.8806,0.3112,83.16
0.7391,0.9815,0.8641,0.2541,0.4935,0.6359,58.56
0.8189,0.9915,0.6947,0.4058,0.0373,0.8882,63.63
0.3952,0.5714,0.3828,0.2582,0.8248,0.9131,68.09
0.0938,0.3896,0.7432,0.6031,0.0087,0.9575,96.07
0.4703,0.3999,0.663,0.3377,0.9579,0.2923,64.58
0.3059,0.8819,0.6055,0.4648,0.6296,1.0,70.59
0.0321,0.9853,0.6279,0.8662,0.7026,0.6725,75.39
0.3286,0.9457,0.848,0.4185,0.5082,0.311,63.8
0.2062,0.963,0.5293,0.9343,0.4528,0.6884,77.62
0.2264,0.2937,0.2078,0.9199,0.3056,0.8463,89.79
0.6463,0.735,0.8616,0.0941,0.6167,1.0,65.99
0.8094,0.4118,0.8387,0.1848,0.2347,0.5366,63.33
0.9018,0.0941,0.581,0.6488,0.31,0.4961,64.78
0.8726,0.2708,0.6686,0.6682,0.1573,0.5062,74.54
0.8085,0.7539,0.2051,0.6009,0.4392,0.5718,53.77
0.6683,0.5148,0.6602,0.9799,0.4165,0.5011,67.69
0.6127,0.576,0.2721,0.495,0.1924,0.7442,64.93
0.4675,0.3199,0.7816,0.1342,0.8388,1.0,70.85
0.6844,0.6236,0.556,0.8247,0.3855,0.3198,66.99
0.0272,0.1996,0.4683,0.6165,0.1812,0.7797,94.59
0.9901,0.0352,0.8698,0.2419,0.3822,0.5998,60.18
0.4234,0.1733,0.3175,0.347,0.2317,0.6017,76.07
0.5687,0.0929,0.2458,0.8227,0.7824,0.4259,69.43
0.793,0.7834,0.4139,0.2804,0.6309,0.3864,45.05
0.0022,0.4246,0.3244,0.7447,0.2702,0.4254,91.19
0.5388,0.2301,0.3667,0.2087,0.3709,1.0,72.06
0.7376,0.3812,0.8318,0.2544,0.0373,0.6484,73.01
0.1757,0.2491,0.5934,0.3837,0.6202,0.3724,79.62
0.3298,0.0208,0.3883,0.34,0.8329,0.7795,78.54
0.8526,0.6336,0.8552,0.807,0.9887,0.808,65.27
0.8791,0.9212,0.7905,0.8656,0.2487,0.6413,61.21
0.4219,0.3268,0.4259,0.0961,0.8619,0.6211,68.06
0.0448,0.4579,0.7618,0.523,0.0045,0.9485,97.87
0.1364,0.5087,0.5187,0.9346,0.986,0.9279,81.84
0.6105,0.402,0.4641,0.9629,0.4297,0.79,71.16
0.0164,0.7008,0.5203,0.8534,0.6425,1.0,86.25
0.8665,0.4332,0.236,0.8463,0.6212,1.0,67.37
0.2149,0.5236,0.7573,0.9511,0.9323,0.6607,85.91
0.3367,0.4804,0.4509,0.4321,0.3258,0.8482,83.75
0.4224,0.02,0.2671,0.4914,0.2925,0.7661,85.97
0.7232,0.1807,0.3989,0.2075,0.9656,0.8098,62.81
0.5171,0.0186,0.8835,0.9264,0.3242,1.0,87.94
0.6457,0.7815,0.486,0.7074,0.791,0.4602,57.01
0.8248,0.7494,0.385,0.1779,0.561,0.3161,49.69
0.8314,0.5371,0.3175,0.3311,0.4457,0.5256,57.18
0.0557,0.8622,0.8015,0.5389,0.8713,1.0,82.87
0.4278,0.1724,0.4635,0.8309,0.5142,0.9738,80.55
0.2494,0.6468,0.6011,0.7587,0.4072,0.7627,77.3
0.0518,0.3854,0.4262,0.3508,0.0189,1.0,95.55
0.7641,0.4393,0.6047,0.6011,0.0841,0.9893,70.93
0.6485,0.0015,0.4058,0.9207,0.8597,0.3851,75.32
0.4597,0.5242,0.7313,0.0488,0.2162,0.5503,70.19
0.1467,0.9454,0.7232,0.2156,0.304,0.5078,74.3
0.5087,0.5977,0.723,0.7187,0.2326,0.7424,73.47
0.6743,0.1505,0.3556,0.4397,0.4217,0.687,74.81
0.4485,0.2198,0.2868,0.4465,0.2799,0.5776,71.97
0.4616,0.428,0.6726,0.8902,0.3881,1.0,78.91
0.0411,0.6143,0.8366,0.9148,0.6055,0.9959,93.23
0.265,0.4958,0.7414,0.3743,0.2726,0.5129,82.18
0.5024,0.3343,0.6112,0.8484,0.4461,0.6714,80.34
0.2537,0.8258,0.2192,0.7532,0.24,0.6069,70.51
0.025,0.8721,0.2158,0.8666,0.4213,0.5751,81.05
0.3081,0.4452,0.3398,0.0883,0.3171,0.6819,78.44
0.0594,0.5884,0.7521,0.6433,0.0465,1.0,99.53
0.7385,0.7963,0.4608,0.3571,0.5062,0.472,53.76
0.2442,0.9832,0.7603,0.6547,0.4227,0.4755,75.36
0.9538,0.9138,0.8054,0.1301,0.4116,1.0,47.23
0.6711,0.0135,0.8706,0.2602,0.0289,1.0,79.12
0.7369,0.0701,0.7149,0.8149,0.5849,0.9407,74.85
0.0787,0.6894,0.6185,0.5677,0.7356,1.0,86.99
0.9936,0.0868,0.2713,0.8867,0.5024,0.9365,57.57
0.4018,0.0765,0.7111,0.4704,0.4251,0.3353,85.37
0.6428,0.6479,0.5578,0.6689,0.2807,0.6731,63.98
0.6509,0.782,0.4684,0.8854,0.7082,0.2645,55.62
0.3729,0.1332,0.4829,0.978,0.5862,0.2654,80.73
0.7183,0.7014,0.6842,0.0036,0.1805,0.8957,62.54
0.4964,0.9083,0.7988,0.3155,0.8382,0.8737,62.06
0.9146,0.0671,0.2384,0.0672,0.8757,0.7376,56.07
0.3761,0.3083,0.4153,0.8676,0.2132,0.7915,86.57
0.7406,0.3396,0.3828,0.2992,0.3024,0.3675,64.9
0.188,0.6057,0.3974,0.0167,0.8972,1.0,78.59
0.7831,0.4809,0.358,0.3573,0.0821,1.0,69.84
0.682,0.7548,0.4844,0.3101,0.8671,0.7055,55.48
0.9694,0.9187,0.2534,0.6743,0.0087,0.5757,50.06
0.3739,0.2675,0.8613,0.4184,0.3183,0.9968,83.4
0.9357,0.7758,0.4553,0.1678,0.1189,0.7545,58.19
0.3279,0.8768,0.7647,0.0579,0.5773,0.5283,72.56
0.076,0.1708,0.8986,0.9792,0.3303,0.9903,99.59
0.8395,0.973,0.2774,0.4607,0.7579,0.413,36.51
0.0971,0.2203,0.5727,0.9546,0.0917,1.0,98.26
0.7654,0.7323,0.8949,0.9605,0.065,0.4867,63.94
0.7036,0.982,0.3211,0.9147,0.1028,0.8076,60.69
0.37,0.4633,0.7888,0.9781,0.847,1.0,81.66
0.0633,0.3144,0.5305,0.1932,0.0907,0.3299,88.3
0.7237,0.0881,0.3746,0.3323,0.6411,0.5822,72.15
0.3207,0.039,0.2412,0.3073,0.0103,0.6542,81.08
0.088,0.7122,0.8256,0.6166,0.888,0.6233,79.98
0.7681,0.3198,0.4847,0.8394,0.4322,0.9369,68.13
0.3054,0.988,0.4125,0.7831,0.742,0.4184,63.61
0.9388,0.8577,0.6186,0.3412,0.0551,0.5312,50.79
0.082,0.6181,0.7136,0.103,0.4194,0.3459,80.83
0.6407,0.69,0.2653,0.0589,0.7538,1.0,55.92
0.7023,0.5264,0.2927,0.6642,0.134,0.9284,66.13
0.8242,0.9251,0.3064,0.0837,0.8106,0.5762,45.19
0.638,0.1705,0.7475,0.8357,0.5685,0.5997,78.4
0.6314,0.4966,0.7597,0.7084,0.7458,0.2602,68.15
0.5687,0.1392,0.7598,0.6334,0.937,0.8308,72.16
0.5513,0.4559,0.6924,0.1579,0.0305,1.0,77.3
0.661,0.9129,0.3871,0.3396,0.4933,0.3681,54.47
0.9393,0.1447,0.4448,0.2952,0.1863,0.9075,62.32
0.0447,0.6769,0.5582,0.9255,0.6425,0.8976,89.7
0.516,0.0159,0.4661,0.288,0.0287,0.9754,88.69
0.8318,0.2621,0.493,0.3586,0.3004,0.6873,60.3
0.6926,0.607,0.4387,0.718,0.0233,1.0,71.05
0.6346,0.9721,0.6091,0.3305,0.3921,0.8805,60.38
0.3889,0.627,0.4481,0.8053,0.2206,0.7623,77.97
0.5308,0.9267,0.51,0.8801,0.3476,0.8892,70.23
0.8296,0.0741,0.4725,0.959,0.4167,0.3673,66.42
0.9275,0.8433,0.2161,0.0882,0.0977,0.9163,50.85
0.9221,0.482,0.6124,0.6654,0.4472,1.0,64.72
0.7537,0.6154,0.35,0.0167,0.3293,0.9466,59.1
0.5211,0.7976,0.7357,0.7299,0.5601,1.0,64.47
0.5695,0.308,0.6124,0.7535,0.2596,0.9915,78.76
0.2334,0.4405,0.5926,0.5885,0.8827,1.0,75.36
0.4088,0.2151,0.2394,0.5644,0.7287,0.3656,73.27
0.8078,0.2558,0.5574,0.5171,0.8147,0.7347,60.66
0.7702,0.8347,0.4322,0.6888,0.1492,1.0,57.94
0.6624,0.6635,0.8108,0.1589,0.9062,0.9072,65.73
0.9011,0.7601,0.2775,0.2183,0.2455,0.4422,45.4
0.3428,0.5352,0.4086,0.9421,0.4224,1.0,82.1
0.6391,0.5024,0.6276,0.3992,0.3239,0.7557,66.95
0.2807,0.3255,0.6024,0.3347,0.0793,0.5776,85.65
0.2007,0.9376,0.4257,0.3446,0.7873,0.5523,63.62
0.7,0.4885,0.5762,0.4574,0.2764,1.0,64.65
0.0644,0.6361,0.8795,0.3858,0.8873,1.0,84.26
0.1203,0.7482,0.2825,0.6171,0.493,0.4857,77.83
0.224,0.6131,0.4489,0.3183,0.7675,0.9638,71.79
0.6114,0.4406,0.6192,0.2376,0.7226,1.0,71.85
0.0498,0.9554,0.4457,0.5043,0.1837,1.0,81.1
0.0376,0.7586,0.4291,0.4754,0.6393,0.4082,79.52
0.2808,0.1263,0.3965,0.5415,0.7451,0.5299,81.65
0.3816,0.5533,0.5974,0.5199,0.254,0.8503,77.37
0.0493,0.0828,0.6436,0.5062,0.0336,0.2574,99.25
0.5535,0.072,0.798,0.8705,0.4386,0.4718,88.09
0.7946,0.527,0.4802,0.7469,0.1043,0.5671,63.67
0.0158,0.245,0.308,0.393,0.6151,0.651,92.99
0.8558,0.9314,0.7773,0.4029,0.7005,0.7045,53.81
0.2062,0.9252,0.7968,0.2989,0.5734,0.3482,72.74
0.6909,0.7106,0.7747,0.349,0.4444,0.8243,61.92
0.3644,0.0426,0.8868,0.8795,0.9493,1.0,85.13
0.7227,0.8498,0.6543,0.6564,0.5571,1.0,59.55
0.8748,0.549,0.2625,0.1587,0.1824,0.4882,51.34
0.9424,0.3708,0.5344,0.512,0.2886,0.6125,56.22
0.8322,0.8312,0.7811,0.0822,0.7813,0.7657,53.72
0.5695,0.1001,0.5534,0.4561,0.3746,0.3128,71.27
0.2989,0.7935,0.6228,0.1652,0.206,0.342,69.79
0.9177,0.6199,0.3245,0.7593,0.76,0.7242,49.51
0.4759,0.44,0.5041,0.3792,0.3192,1.0,73.45
0.4814,0.3616,0.4121,0.6128,0.6486,0.8993,73.46
0.984,0.4319,0.5295,0.4926,0.3363,0.6263,55.04
0.5637,0.9507,0.7081,0.8301,0.2656,0.8115,69.63
0.9466,0.6939,0.4089,0.1126,0.2105,0.7943,50.23
0.4666,0.9941,0.6648,0.1098,0.9497,0.8398,54.33
0.7665,0.6146,0.384,0.6632,0.8186,0.8543,59.71
0.6942,0.4838,0.3211,0.9426,0.4683,0.7088,64.73
0.3426,0.6482,0.7119,0.4878,0.0952,0.7395,80.57
0.8755,0.3741,0.3498,0.6652,0.1516,1.0,57.86
0.3495,0.0177,0.7427,0.7499,0.7858,1.0,88.53
0.486,0.5978,0.783,0.3621,0.5016,0.8492,72.03
0.8979,0.5309,0.8364,0.6281,0.1176,0.4273,62.94
0.1676,0.2134,0.7152,0.7871,0.6381,0.657,90.06
0.2516,0.8069,0.898,0.4446,0.7163,0.4833,77.58
0.9791,0.6694,0.5424,0.8094,0.8205,0.4751,48.08
0.7136,0.5719,0.8963,0.5182,0.2168,1.0,75.1
